date,type,exercise,set_no,weight_kg,reps,rir,notes
2026-07-29,strength,romanian_deadlift,1,80,8,2,
2026-07-29,strength,romanian_deadlift,2,80,7,1,
2026-07-29,strength,romanian_deadlift,3,80,6,0,
2026-07-29,strength,hanging_leg_raise,1,0,13,2,
2026-07-29,strength,hanging_leg_raise,2,0,12,1,
2026-07-29,strength,hanging_leg_raise,3,0,11,0,
2026-07-29,strength,lateral_raise,1,10,15,2,
2026-07-29,strength,lateral_raise,2,10,14,1,
2026-07-29,strength,lateral_raise,3,10,13,0,
2026-07-29,strength,chest_supported_row,1,55,11,2,
2026-07-29,strength,chest_supported_row,2,55,10,1,
2026-07-30,strength,bench_press,1,67.5,10,2,
2026-07-30,strength,bench_press,2,67.5,9,1,
2026-07-30,strength,bench_press,3,67.5,8,0,
2026-07-30,strength,pullup,1,0,9,2,
2026-07-30,strength,pullup,2,0,7,1,
2026-07-30,strength,pullup,3,0,7,0,
2026-07-30,strength,triceps_pushdown,1,27.5,13,2,
2026-07-30,strength,triceps_pushdown,2,27.5,12,1,
2026-07-30,strength,barbell_curl,1,32.5,11,2,
2026-07-30,strength,barbell_curl,2,32.5,10,1,
2026-07-31,strength,overhead_press,1,45,7,2,
2026-07-31,strength,overhead_press,2,45,6,1,
2026-07-31,strength,overhead_press,3,45,5,0,
2026-07-31,strength,lateral_raise,1,10,15,2,
2026-07-31,strength,lateral_raise,2,10,14,1,
2026-07-31,strength,lateral_raise,3,10,13,0,
2026-07-31,strength,face_pull,1,22.5,16,2,
2026-07-31,strength,face_pull,2,22.5,15,1,
2026-07-31,strength,face_pull,3,22.5,14,0,
2026-07-31,strength,hanging_leg_raise,1,0,13,2,
2026-07-31,strength,hanging_leg_raise,2,0,12,1,
2026-08-01,strength,chest_supported_row,1,55,11,2,
2026-08-01,strength,chest_supported_row,2,55,10,1,
2026-08-01,strength,chest_supported_row,3,55,9,0,
2026-08-01,strength,romanian_deadlift,1,80,9,2,
2026-08-01,strength,romanian_deadlift,2,80,8,1,
2026-08-01,strength,romanian_deadlift,3,80,7,1,
2026-08-01,strength,barbell_curl,1,32.5,11,2,
2026-08-01,strength,barbell_curl,2,32.5,10,1,
2026-08-01,strength,triceps_pushdown,1,27.5,13,2,
2026-08-01,strength,triceps_pushdown,2,27.5,12,1,
2026-08-02,strength,bench_press,1,67.5,10,2,
2026-08-02,strength,bench_press,2,67.5,9,1,
2026-08-02,strength,bench_press,3,67.5,8,0,
2026-08-02,strength,pullup,1,0,9,2,
2026-08-02,strength,pullup,2,0,8,1,
2026-08-02,strength,pullup,3,0,7,0,
2026-08-02,strength,lateral_raise,1,10,15,2,
2026-08-02,strength,lateral_raise,2,10,14,1,
2026-08-02,strength,lateral_raise,3,10,13,0,
2026-08-02,strength,face_pull,1,22.5,16,2,
2026-08-02,strength,face_pull,2,22.5,15,1,
2026-08-03,strength,incline_chest_press_machine,1,55,11,2,
2026-08-03,strength,incline_chest_press_machine,2,55,10,1,
2026-08-03,strength,incline_chest_press_machine,3,55,9,0,
2026-08-03,strength,standing_chest_press_machine,1,60,11,2,
2026-08-03,strength,standing_chest_press_machine,2,60,10,1,
2026-08-03,strength,standing_chest_press_machine,3,60,9,0,
2026-08-03,strength,lateral_raise_machine,1,30,14,2,
2026-08-03,strength,lateral_raise_machine,2,30,13,1,
2026-08-03,strength,lateral_raise_machine,3,30,12,0,
2026-08-03,strength,dip_machine,1,45,12,2,
2026-08-03,strength,dip_machine,2,45,11,1,
2026-08-03,strength,overhead_triceps_machine,1,35,12,2,
2026-08-03,strength,overhead_triceps_machine,2,35,11,1,
2026-08-04,strength,pullup,1,0,9,2,
2026-08-04,strength,pullup,2,0,8,1,
2026-08-04,strength,pullup,3,0,7,0,
2026-08-04,strength,overhead_press,1,45,7,2,
2026-08-04,strength,overhead_press,2,45,6,1,
2026-08-04,strength,overhead_press,3,45,5,1,
2026-08-04,strength,face_pull,1,22.5,16,2,
2026-08-04,strength,face_pull,2,22.5,15,1,
2026-08-04,strength,face_pull,3,22.5,14,0,
2026-08-04,strength,barbell_curl,1,32.5,12,2,
2026-08-04,strength,barbell_curl,2,32.5,11,1,
2026-08-05,strength,romanian_deadlift,1,80,9,2,
2026-08-05,strength,romanian_deadlift,2,80,8,1,
2026-08-05,strength,romanian_deadlift,3,80,7,0,
2026-08-05,strength,hanging_leg_raise,1,0,13,2,
2026-08-05,strength,hanging_leg_raise,2,0,12,1,
2026-08-05,strength,hanging_leg_raise,3,0,11,0,
2026-08-05,strength,lateral_raise,1,10,16,2,
2026-08-05,strength,lateral_raise,2,10,15,1,
2026-08-05,strength,lateral_raise,3,10,14,0,
2026-08-05,strength,chest_supported_row,1,55,11,2,
2026-08-05,strength,chest_supported_row,2,55,10,1,
2026-08-07,strength,overhead_press,1,45,7,2,
2026-08-07,strength,overhead_press,2,45,6,1,
2026-08-07,strength,overhead_press,3,45,5,0,
2026-08-07,strength,lateral_raise,1,10,16,2,
2026-08-07,strength,lateral_raise,2,10,15,1,
2026-08-07,strength,lateral_raise,3,10,14,0,
2026-08-07,strength,face_pull,1,22.5,17,2,
2026-08-07,strength,face_pull,2,22.5,16,1,
2026-08-07,strength,face_pull,3,22.5,15,0,
2026-08-07,strength,hanging_leg_raise,1,0,13,2,
2026-08-07,strength,hanging_leg_raise,2,0,12,1,
2026-08-08,strength,chest_supported_row,1,55,11,2,
2026-08-08,strength,chest_supported_row,2,55,10,1,
2026-08-08,strength,chest_supported_row,3,55,9,0,
2026-08-08,strength,romanian_deadlift,1,80,9,2,
2026-08-08,strength,romanian_deadlift,2,80,8,1,
2026-08-08,strength,romanian_deadlift,3,80,7,0,
2026-08-08,strength,barbell_curl,1,32.5,12,2,
2026-08-08,strength,barbell_curl,2,32.5,11,1,
2026-08-08,strength,triceps_pushdown,1,27.5,13,2,
2026-08-08,strength,triceps_pushdown,2,27.5,12,1,
2026-08-09,strength,bench_press,1,67.5,10,2,
2026-08-09,strength,bench_press,2,67.5,9,1,
2026-08-09,strength,bench_press,3,67.5,8,0,
2026-08-09,strength,pullup,1,0,9,2,
2026-08-09,strength,pullup,2,0,8,1,
2026-08-09,strength,pullup,3,0,7,0,
2026-08-09,strength,lateral_raise,1,10,16,2,
2026-08-09,strength,lateral_raise,2,10,15,1,
2026-08-09,strength,lateral_raise,3,10,14,0,
2026-08-09,strength,face_pull,1,22.5,17,2,
2026-08-09,strength,face_pull,2,22.5,16,1,
2026-08-10,strength,incline_chest_press_machine,1,55,8,2,bad session
2026-08-10,strength,incline_chest_press_machine,2,55,7,0,
2026-08-10,strength,incline_chest_press_machine,3,55,6,0,
2026-08-10,strength,standing_chest_press_machine,1,60,9,2,bad session
2026-08-10,strength,standing_chest_press_machine,2,60,8,1,
2026-08-10,strength,standing_chest_press_machine,3,60,7,0,
2026-08-10,strength,lateral_raise_machine,1,30,12,2,bad session
2026-08-10,strength,lateral_raise_machine,2,30,11,0,
2026-08-10,strength,lateral_raise_machine,3,30,10,0,
2026-08-10,strength,dip_machine,1,45,10,2,bad session
2026-08-10,strength,dip_machine,2,45,9,0,
2026-08-10,strength,overhead_triceps_machine,1,35,10,2,bad session
2026-08-10,strength,overhead_triceps_machine,2,35,9,0,
2026-08-12,strength,romanian_deadlift,1,80,9,2,
2026-08-12,strength,romanian_deadlift,2,80,8,1,
2026-08-12,strength,romanian_deadlift,3,80,7,0,
2026-08-12,strength,hanging_leg_raise,1,0,13,2,
2026-08-12,strength,hanging_leg_raise,2,0,12,1,
2026-08-12,strength,hanging_leg_raise,3,0,11,0,
2026-08-12,strength,lateral_raise,1,10,16,2,
2026-08-12,strength,lateral_raise,2,10,15,1,
2026-08-12,strength,lateral_raise,3,10,14,0,
2026-08-12,strength,chest_supported_row,1,55,11,2,
2026-08-12,strength,chest_supported_row,2,55,10,1,
2026-08-13,strength,bench_press,1,67.5,10,2,
2026-08-13,strength,bench_press,2,67.5,10,1,
2026-08-13,strength,bench_press,3,67.5,9,0,
2026-08-13,strength,pullup,1,0,9,2,
2026-08-13,strength,pullup,2,0,8,1,
2026-08-13,strength,pullup,3,0,7,1,
2026-08-13,strength,triceps_pushdown,1,27.5,13,2,
2026-08-13,strength,triceps_pushdown,2,27.5,12,1,
2026-08-13,strength,barbell_curl,1,32.5,12,2,
2026-08-13,strength,barbell_curl,2,32.5,11,1,
2026-08-15,strength,chest_supported_row,1,55,12,2,
2026-08-15,strength,chest_supported_row,2,55,10,1,
2026-08-15,strength,chest_supported_row,3,55,10,0,
2026-08-15,strength,romanian_deadlift,1,80,9,2,
2026-08-15,strength,romanian_deadlift,2,80,8,1,
2026-08-15,strength,romanian_deadlift,3,80,7,1,
2026-08-15,strength,barbell_curl,1,32.5,12,2,
2026-08-15,strength,barbell_curl,2,32.5,11,1,
2026-08-15,strength,triceps_pushdown,1,27.5,13,2,
2026-08-15,strength,triceps_pushdown,2,27.5,12,1,
2026-08-16,strength,bench_press,1,67.5,10,2,
2026-08-16,strength,bench_press,2,67.5,10,1,
2026-08-16,strength,bench_press,3,67.5,9,0,
2026-08-16,strength,pullup,1,0,10,2,
2026-08-16,strength,pullup,2,0,8,1,
2026-08-16,strength,pullup,3,0,8,0,
2026-08-16,strength,lateral_raise,1,10,16,2,
2026-08-16,strength,lateral_raise,2,10,15,1,
2026-08-16,strength,lateral_raise,3,10,14,0,
2026-08-16,strength,face_pull,1,22.5,17,2,
2026-08-16,strength,face_pull,2,22.5,16,1,
2026-08-17,strength,incline_chest_press_machine,1,45,12,2,
2026-08-17,strength,incline_chest_press_machine,2,45,11,1,
2026-08-17,strength,incline_chest_press_machine,3,45,11,0,
2026-08-17,strength,standing_chest_press_machine,1,50,12,2,
2026-08-17,strength,standing_chest_press_machine,2,50,12,1,
2026-08-17,strength,standing_chest_press_machine,3,50,11,0,
2026-08-17,strength,lateral_raise_machine,1,25,16,2,
2026-08-17,strength,lateral_raise_machine,2,25,15,1,
2026-08-17,strength,lateral_raise_machine,3,25,14,0,
2026-08-17,strength,dip_machine,1,40,14,2,
2026-08-17,strength,dip_machine,2,40,13,1,
2026-08-17,strength,overhead_triceps_machine,1,30,14,2,
2026-08-17,strength,overhead_triceps_machine,2,30,13,1,
2026-08-18,strength,pullup,1,0,10,2,
2026-08-18,strength,pullup,2,0,9,1,
2026-08-18,strength,pullup,3,0,8,0,
2026-08-18,strength,overhead_press,1,45,7,2,
2026-08-18,strength,overhead_press,2,45,6,1,
2026-08-18,strength,overhead_press,3,45,5,0,
2026-08-18,strength,face_pull,1,22.5,17,2,
2026-08-18,strength,face_pull,2,22.5,16,1,
2026-08-18,strength,face_pull,3,22.5,15,0,
2026-08-18,strength,barbell_curl,1,32.5,12,2,
2026-08-18,strength,barbell_curl,2,32.5,11,1,
2026-08-19,strength,romanian_deadlift,1,80,10,2,
2026-08-19,strength,romanian_deadlift,2,80,9,1,
2026-08-19,strength,romanian_deadlift,3,80,8,0,
2026-08-19,strength,hanging_leg_raise,1,0,14,2,
2026-08-19,strength,hanging_leg_raise,2,0,13,1,
2026-08-19,strength,hanging_leg_raise,3,0,12,0,
2026-08-19,strength,lateral_raise,1,10,16,2,
2026-08-19,strength,lateral_raise,2,10,15,1,
2026-08-19,strength,lateral_raise,3,10,14,0,
2026-08-19,strength,chest_supported_row,1,55,12,2,
2026-08-19,strength,chest_supported_row,2,55,11,1,
2026-08-20,strength,bench_press,1,67.5,10,2,
2026-08-20,strength,bench_press,2,67.5,10,1,
2026-08-20,strength,bench_press,3,67.5,9,0,
2026-08-20,strength,pullup,1,0,10,2,
2026-08-20,strength,pullup,2,0,9,1,
2026-08-20,strength,pullup,3,0,8,0,
2026-08-20,strength,triceps_pushdown,1,27.5,14,2,
2026-08-20,strength,triceps_pushdown,2,27.5,12,1,
2026-08-20,strength,barbell_curl,1,32.5,12,2,
2026-08-20,strength,barbell_curl,2,32.5,12,1,
2026-08-21,strength,overhead_press,1,45,7,2,
2026-08-21,strength,overhead_press,2,45,6,1,
2026-08-21,strength,overhead_press,3,45,5,0,
2026-08-21,strength,lateral_raise,1,10,17,2,
2026-08-21,strength,lateral_raise,2,10,15,1,
2026-08-21,strength,lateral_raise,3,10,15,0,
2026-08-21,strength,face_pull,1,22.5,17,2,
2026-08-21,strength,face_pull,2,22.5,16,1,
2026-08-21,strength,face_pull,3,22.5,15,0,
2026-08-21,strength,hanging_leg_raise,1,0,14,2,
2026-08-21,strength,hanging_leg_raise,2,0,13,1,
2026-08-22,strength,chest_supported_row,1,55,12,2,
2026-08-22,strength,chest_supported_row,2,55,11,1,
2026-08-22,strength,chest_supported_row,3,55,10,0,
2026-08-22,strength,romanian_deadlift,1,80,10,2,
2026-08-22,strength,romanian_deadlift,2,80,9,1,
2026-08-22,strength,romanian_deadlift,3,80,8,0,
2026-08-22,strength,barbell_curl,1,35,12,2,
2026-08-22,strength,barbell_curl,2,35,11,1,
2026-08-22,strength,triceps_pushdown,1,27.5,14,2,
2026-08-22,strength,triceps_pushdown,2,27.5,13,1,
2026-08-23,strength,bench_press,1,67.5,10,2,
2026-08-23,strength,bench_press,2,67.5,10,2,
2026-08-23,strength,bench_press,3,67.5,9,0,
2026-08-23,strength,pullup,1,0,10,2,
2026-08-23,strength,pullup,2,0,9,1,
2026-08-23,strength,pullup,3,0,8,0,
2026-08-23,strength,lateral_raise,1,10,17,2,
2026-08-23,strength,lateral_raise,2,10,16,1,
2026-08-23,strength,lateral_raise,3,10,15,0,
2026-08-23,strength,face_pull,1,22.5,17,2,
2026-08-23,strength,face_pull,2,22.5,16,1,
2026-08-24,strength,incline_chest_press_machine,1,45,12,2,
2026-08-24,strength,incline_chest_press_machine,2,45,12,1,
2026-08-24,strength,incline_chest_press_machine,3,45,11,0,
2026-08-24,strength,standing_chest_press_machine,1,50,12,2,
2026-08-24,strength,standing_chest_press_machine,2,50,12,1,
2026-08-24,strength,standing_chest_press_machine,3,50,11,0,
2026-08-24,strength,lateral_raise_machine,1,25,16,2,
2026-08-24,strength,lateral_raise_machine,2,25,15,1,
2026-08-24,strength,lateral_raise_machine,3,25,14,0,
2026-08-24,strength,dip_machine,1,40,14,2,
2026-08-24,strength,dip_machine,2,40,13,1,
2026-08-24,strength,overhead_triceps_machine,1,30,14,2,
2026-08-24,strength,overhead_triceps_machine,2,30,13,1,
2026-08-25,strength,pullup,1,0,10,2,
2026-08-25,strength,pullup,2,0,9,1,
2026-08-25,strength,pullup,3,0,8,0,
2026-08-25,strength,overhead_press,1,45,7,2,
2026-08-25,strength,overhead_press,2,45,6,1,
2026-08-25,strength,overhead_press,3,45,5,1,
2026-08-25,strength,face_pull,1,22.5,18,2,
2026-08-25,strength,face_pull,2,22.5,16,1,
2026-08-25,strength,face_pull,3,22.5,16,0,
2026-08-25,strength,barbell_curl,1,35,12,2,
2026-08-25,strength,barbell_curl,2,35,11,1,
2026-08-26,strength,romanian_deadlift,1,80,10,2,
2026-08-26,strength,romanian_deadlift,2,80,9,1,
2026-08-26,strength,romanian_deadlift,3,80,8,0,
2026-08-26,strength,hanging_leg_raise,1,0,14,2,
2026-08-26,strength,hanging_leg_raise,2,0,13,1,
2026-08-26,strength,hanging_leg_raise,3,0,12,0,
2026-08-26,strength,lateral_raise,1,10,17,2,
2026-08-26,strength,lateral_raise,2,10,16,1,
2026-08-26,strength,lateral_raise,3,10,15,0,
2026-08-26,strength,chest_supported_row,1,55,12,2,
2026-08-26,strength,chest_supported_row,2,55,11,1,
2026-08-27,strength,bench_press,1,67.5,10,2,
2026-08-27,strength,bench_press,2,67.5,10,1,
2026-08-27,strength,bench_press,3,67.5,9,1,
2026-08-27,strength,pullup,1,0,10,2,
2026-08-27,strength,pullup,2,0,9,1,
2026-08-27,strength,pullup,3,0,9,0,
2026-08-27,strength,triceps_pushdown,1,27.5,14,2,
2026-08-27,strength,triceps_pushdown,2,27.5,13,1,
2026-08-27,strength,barbell_curl,1,35,12,2,
2026-08-27,strength,barbell_curl,2,35,11,1,
2026-08-28,strength,overhead_press,1,45,7,2,
2026-08-28,strength,overhead_press,2,45,6,1,
2026-08-28,strength,overhead_press,3,45,5,0,
2026-08-28,strength,lateral_raise,1,10,17,2,
2026-08-28,strength,lateral_raise,2,10,16,1,
2026-08-28,strength,lateral_raise,3,10,15,1,
2026-08-28,strength,face_pull,1,22.5,18,2,
2026-08-28,strength,face_pull,2,22.5,17,1,
2026-08-28,strength,face_pull,3,22.5,16,0,
2026-08-28,strength,hanging_leg_raise,1,0,14,2,
2026-08-28,strength,hanging_leg_raise,2,0,13,1,
2026-08-31,strength,incline_chest_press_machine,1,45,12,2,
2026-08-31,strength,incline_chest_press_machine,2,45,12,1,
2026-08-31,strength,incline_chest_press_machine,3,45,11,0,
2026-08-31,strength,standing_chest_press_machine,1,50,12,2,
2026-08-31,strength,standing_chest_press_machine,2,50,12,1,
2026-08-31,strength,standing_chest_press_machine,3,50,11,0,
2026-08-31,strength,lateral_raise_machine,1,25,17,2,
2026-08-31,strength,lateral_raise_machine,2,25,16,1,
2026-08-31,strength,lateral_raise_machine,3,25,15,0,
2026-08-31,strength,dip_machine,1,40,15,2,
2026-08-31,strength,dip_machine,2,40,14,1,
2026-08-31,strength,overhead_triceps_machine,1,30,15,2,
2026-08-31,strength,overhead_triceps_machine,2,30,13,1,
2026-09-01,strength,pullup,1,0,10,2,
2026-09-01,strength,pullup,2,0,10,2,
2026-09-01,strength,pullup,3,0,9,0,
2026-09-01,strength,overhead_press,1,45,7,2,
2026-09-01,strength,overhead_press,2,45,6,1,
2026-09-01,strength,overhead_press,3,45,5,0,
2026-09-01,strength,face_pull,1,22.5,18,2,
2026-09-01,strength,face_pull,2,22.5,17,1,
2026-09-01,strength,face_pull,3,22.5,16,0,
2026-09-01,strength,barbell_curl,1,35,12,2,
2026-09-01,strength,barbell_curl,2,35,11,1,
2026-09-02,strength,romanian_deadlift,1,80,10,2,
2026-09-02,strength,romanian_deadlift,2,80,9,1,
2026-09-02,strength,romanian_deadlift,3,80,8,0,
2026-09-02,strength,hanging_leg_raise,1,0,15,2,
2026-09-02,strength,hanging_leg_raise,2,0,13,1,
2026-09-02,strength,hanging_leg_raise,3,0,13,1,
2026-09-02,strength,lateral_raise,1,10,17,2,
2026-09-02,strength,lateral_raise,2,10,16,1,
2026-09-02,strength,lateral_raise,3,10,15,1,
2026-09-02,strength,chest_supported_row,1,55,12,2,
2026-09-02,strength,chest_supported_row,2,55,11,1,
2026-09-03,strength,bench_press,1,67.5,10,2,
2026-09-03,strength,bench_press,2,67.5,10,2,
2026-09-03,strength,bench_press,3,67.5,10,1,
2026-09-03,strength,pullup,1,0,10,2,
2026-09-03,strength,pullup,2,0,10,1,
2026-09-03,strength,pullup,3,0,9,0,
2026-09-03,strength,triceps_pushdown,1,27.5,14,2,
2026-09-03,strength,triceps_pushdown,2,27.5,13,1,
2026-09-03,strength,barbell_curl,1,35,12,2,
2026-09-03,strength,barbell_curl,2,35,11,1,
2026-09-04,strength,overhead_press,1,45,7,2,
2026-09-04,strength,overhead_press,2,45,6,1,
2026-09-04,strength,overhead_press,3,45,5,0,
2026-09-04,strength,lateral_raise,1,10,17,2,
2026-09-04,strength,lateral_raise,2,10,16,1,
2026-09-04,strength,lateral_raise,3,10,15,0,
2026-09-04,strength,face_pull,1,22.5,18,2,
2026-09-04,strength,face_pull,2,22.5,17,1,
2026-09-04,strength,face_pull,3,22.5,16,0,
2026-09-04,strength,hanging_leg_raise,1,0,15,2,
2026-09-04,strength,hanging_leg_raise,2,0,14,1,
